Filename                                                                                                                                                      Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+ChunkedBitsIterators.swift                                                             27                27     0.00%          10                10     0.00%          60                60     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Codable.swift                                                                          20                20     0.00%           3                 3     0.00%          46                46     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Collection.swift                                                                       27                27     0.00%          22                22     0.00%          52                52     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Copy.swift                                                                             64                64     0.00%          36                36     0.00%         172               172     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+CustomReflectable.swift                                                                 1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Descriptions.swift                                                                     21                21     0.00%           9                 9     0.00%          47                47     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Equatable.swift                                                                         3                 3     0.00%           1                 1     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+ExpressibleByArrayLiteral.swift                                                         1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+ExpressibleByStringLiteral.swift                                                        4                 4     0.00%           2                 2     0.00%           7                 7     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Extras.swift                                                                           20                20     0.00%          12                12     0.00%          30                30     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Fill.swift                                                                              7                 7     0.00%           4                 4     0.00%          22                22     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Hashable.swift                                                                          3                 3     0.00%           1                 1     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Initializers.swift                                                                     49                49     0.00%          19                19     0.00%         129               129     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Invariants.swift                                                                        2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+LosslessStringConvertible.swift                                                        20                20     0.00%           6                 6     0.00%          46                46     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+RandomBits.swift                                                                        7                 7     0.00%           5                 5     0.00%          15                15     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+RangeReplaceableCollection.swift                                                       87                87     0.00%          45                45     0.00%         248               248     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Shifts.swift                                                                           40                40     0.00%          14                14     0.00%          86                86     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray+Testing.swift                                                                           1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray._UnsafeHandle.swift                                                                    44                44     0.00%          29                29     0.00%         108               108     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitArray/BitArray.swift                                                                                  34                34     0.00%          15                15     0.00%          84                84     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+BidirectionalCollection.swift                                                              56                56     0.00%          43                43     0.00%         155               155     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Codable.swift                                                                               5                 5     0.00%           2                 2     0.00%          10                10     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+CustomDebugStringConvertible.swift                                                          1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+CustomReflectable.swift                                                                     1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+CustomStringConvertible.swift                                                               1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Equatable.swift                                                                             1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+ExpressibleByArrayLiteral.swift                                                             1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Extras.swift                                                                               43                43     0.00%          20                20     0.00%         113               113     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Hashable.swift                                                                              1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Initializers.swift                                                                         54                54     0.00%          13                13     0.00%         133               133     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Invariants.swift                                                                            2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Random.swift                                                                                7                 7     0.00%           5                 5     0.00%          15                15     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra basics.swift                                                                    21                21     0.00%          11                11     0.00%          37                37     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra formIntersection.swift                                                          16                16     0.00%           8                 8     0.00%          53                53     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra formSymmetricDifference.swift                                                   15                15     0.00%           9                 9     0.00%          45                45     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra formUnion.swift                                                                 21                21     0.00%           9                 9     0.00%          51                51     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra intersection.swift                                                               9                 9     0.00%           7                 7     0.00%          40                40     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra isDisjoint.swift                                                                22                22     0.00%           7                 7     0.00%          52                52     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra isEqualSet.swift                                                                47                47     0.00%           8                 8     0.00%          64                64     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra isStrictSubset.swift                                                            40                40     0.00%          10                10     0.00%         124               124     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra isStrictSuperset.swift                                                          29                29     0.00%           6                 6     0.00%          45                45     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra isSubset.swift                                                                  39                39     0.00%           8                 8     0.00%          83                83     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra isSuperset.swift                                                                23                23     0.00%           5                 5     0.00%          28                28     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra subtract.swift                                                                  26                26     0.00%          12                12     0.00%          83                83     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra subtracting.swift                                                                7                 7     0.00%           7                 7     0.00%          38                38     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra symmetricDifference.swift                                                        9                 9     0.00%           7                 7     0.00%          40                40     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+SetAlgebra union.swift                                                                     13                13     0.00%           7                 7     0.00%          47                47     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet+Sorted Collection APIs.swift                                                                3                 3     0.00%           3                 3     0.00%           7                 7     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet.Counted.swift                                                                             135               135     0.00%         110               110     0.00%         371               371     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet.Index.swift                                                                                 8                 8     0.00%           8                 8     0.00%          24                24     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet._UnsafeHandle.swift                                                                       126               126     0.00%          14                14     0.00%         201               201     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/BitSet/BitSet.swift                                                                                      19                19     0.00%          12                12     0.00%          63                63     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/Shared/Range+Utilities.swift                                                                             14                14     0.00%           2                 2     0.00%          20                20     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/Shared/Slice+Utilities.swift                                                                              1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/Shared/UInt+Tricks.swift                                                                                  3                 3     0.00%           1                 1     0.00%          10                10     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/BitCollections/Shared/_Word.swift                                                                                       36                36     0.00%           6                 6     0.00%          50                50     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+Codable.swift                                                                                         11                11     0.00%           2                 2     0.00%          18                18     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+Collection.swift                                                                                     200               200     0.00%         147               147     0.00%         648               648     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+CustomReflectable.swift                                                                                1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+Descriptions.swift                                                                                     2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+Equatable.swift                                                                                        8                 8     0.00%           2                 2     0.00%          14                14     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+ExpressibleByArrayLiteral.swift                                                                        1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+Extras.swift                                                                                          30                30     0.00%          20                20     0.00%         115               115     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+Hashable.swift                                                                                         3                 3     0.00%           1                 1     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque+Testing.swift                                                                                         19                19     0.00%          16                16     0.00%          66                66     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque._Storage.swift                                                                                        48                48     0.00%          32                32     0.00%         122               122     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque._UnsafeHandle.swift                                                                                  210               210     0.00%         103               103     0.00%         630               630     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/Deque.swift                                                                                                  2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/_DequeBuffer.swift                                                                                           8                 8     0.00%           5                 5     0.00%          39                39     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/_DequeBufferHeader.swift                                                                                     3                 3     0.00%           3                 3     0.00%          10                10     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/_DequeSlot.swift                                                                                            11                11     0.00%           9                 9     0.00%          23                23     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/DequeModule/_UnsafeWrappedBuffer.swift                                                                                  69                69     0.00%          30                30     0.00%         130               130     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_AncestorHashSlots.swift                                                                   29                29     0.00%          15                15     0.00%          50                50     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_Bitmap.swift                                                                              50                50     0.00%          44                44     0.00%         114               114     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_Bucket.swift                                                                              14                14     0.00%          14                14     0.00%          26                26     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_Hash.swift                                                                                18                18     0.00%          12                12     0.00%          47                47     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashLevel.swift                                                                           18                18     0.00%          18                18     0.00%          44                44     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Builder.swift                                                                   131               131     0.00%          52                52     0.00%         268               268     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Debugging.swift                                                                  35                35     0.00%           8                 8     0.00%          90                90     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Initializers.swift                                                               55                55     0.00%          43                43     0.00%         208               208     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Invariants.swift                                                                  4                 4     0.00%           4                 4     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Lookups.swift                                                                    97                97     0.00%          25                25     0.00%         170               170     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Primitive Insertions.swift                                                       23                23     0.00%          20                20     0.00%          93                93     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Primitive Removals.swift                                                         34                34     0.00%          31                31     0.00%         141               141     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Primitive Replacement.swift                                                      33                33     0.00%          22                22     0.00%          94                94     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Storage.swift                                                                    53                53     0.00%          39                39     0.00%         295               295     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural compactMapValues.swift                                                16                16     0.00%           2                 2     0.00%          56                56     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural filter.swift                                                          36                36     0.00%           6                 6     0.00%         117               117     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural intersection.swift                                                    96                96     0.00%          25                25     0.00%         444               444     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural isDisjoint.swift                                                      60                60     0.00%          14                14     0.00%         213               213     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural isEqualSet.swift                                                      35                35     0.00%          11                11     0.00%         111               111     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural isSubset.swift                                                        51                51     0.00%          11                11     0.00%         167               167     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural mapValues.swift                                                       29                29     0.00%          10                10     0.00%         160               160     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural merge.swift                                                          143               143     0.00%          45                45     0.00%         636               636     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural subtracting.swift                                                     90                90     0.00%          21                21     0.00%         452               452     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural symmetricDifference.swift                                             94                94     0.00%          23                23     0.00%         623               623     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Structural union.swift                                                          101               101     0.00%          32                32     0.00%         617               617     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Subtree Insertions.swift                                                        131               131     0.00%          77                77     0.00%         711               711     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Subtree Modify.swift                                                             55                55     0.00%          27                27     0.00%         210               210     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+Subtree Removals.swift                                                          106               106     0.00%          42                42     0.00%         323               323     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode+UnsafeHandle.swift                                                               66                66     0.00%          52                52     0.00%         174               174     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNode.swift                                                                            20                20     0.00%          18                18     0.00%          45                45     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashNodeHeader.swift                                                                      37                37     0.00%          30                30     0.00%          76                76     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashSlot.swift                                                                            23                23     0.00%          20                20     0.00%          52                52     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashStack.swift                                                                           18                18     0.00%          18                18     0.00%          60                60     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashTreeIterator.swift                                                                    33                33     0.00%          10                10     0.00%          75                75     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_HashTreeStatistics.swift                                                                  34                34     0.00%          19                19     0.00%         100               100     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_RawHashNode+UnsafeHandle.swift                                                            20                20     0.00%          17                17     0.00%          56                56     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_RawHashNode.swift                                                                         16                16     0.00%          10                10     0.00%          38                38     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_UnmanagedHashNode.swift                                                                   23                23     0.00%          23                23     0.00%          69                69     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/HashNode/_UnsafePath.swift                                                                         304               304     0.00%         122               122     0.00%         754               754     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Codable.swift                                                         62                62     0.00%           5                 5     0.00%         142               142     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Collection.swift                                                      51                51     0.00%          46                46     0.00%         118               118     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+CustomReflectable.swift                                                1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Debugging.swift                                                        5                 5     0.00%           5                 5     0.00%          17                17     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Descriptions.swift                                                     2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Equatable.swift                                                        2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+ExpressibleByDictionaryLiteral.swift                                   1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Filter.swift                                                           8                 8     0.00%           3                 3     0.00%          12                12     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Hashable.swift                                                         3                 3     0.00%           1                 1     0.00%          10                10     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Initializers.swift                                                    37                37     0.00%          20                20     0.00%          83                83     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Keys.swift                                                            36                36     0.00%          26                26     0.00%          95                95     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+MapValues.swift                                                        6                 6     0.00%           3                 3     0.00%          13                13     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Merge.swift                                                           20                20     0.00%           8                 8     0.00%          45                45     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Sequence.swift                                                         7                 7     0.00%           5                 5     0.00%          14                14     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary+Values.swift                                                          17                17     0.00%          17                17     0.00%          43                43     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeDictionary/TreeDictionary.swift                                                                 42                42     0.00%          28                28     0.00%         130               130     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Codable.swift                                                                       10                10     0.00%           2                 2     0.00%          19                19     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Collection.swift                                                                    65                65     0.00%          58                58     0.00%         148               148     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+CustomReflectable.swift                                                              1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Debugging.swift                                                                      5                 5     0.00%           5                 5     0.00%          17                17     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Descriptions.swift                                                                   2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Equatable.swift                                                                      1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+ExpressibleByArrayLiteral.swift                                                      1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Extras.swift                                                                        11                11     0.00%          11                11     0.00%          39                39     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Filter.swift                                                                        10                10     0.00%           4                 4     0.00%          11                11     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Hashable.swift                                                                       3                 3     0.00%           1                 1     0.00%          10                10     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+Sequence.swift                                                                       7                 7     0.00%           5                 5     0.00%          14                14     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+SetAlgebra Initializers.swift                                                        9                 9     0.00%           5                 5     0.00%          20                20     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+SetAlgebra basics.swift                                                             17                17     0.00%           9                 9     0.00%          54                54     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+SetAlgebra formIntersection.swift                                                    3                 3     0.00%           3                 3     0.00%          11                11     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+SetAlgebra formSymmetricDifference.swift                                             3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/HashTreeCollections/TreeSet/TreeSet+SetAlgebra formUnion.swift                                                           3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
