Filename                                                                                                                                                      Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
.build/checkouts/swift-collections/Sources/InternalCollectionsUtilities/autogenerated/UnsafeMutableBufferPointer+Extras.swift                                      52                52     0.00%          42                42     0.00%         134               134     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/InternalCollectionsUtilities/autogenerated/UnsafeMutableRawBufferPointer+Extras.swift                                    2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/InternalCollectionsUtilities/autogenerated/UnsafeRawBufferPointer+Extras.swift                                           2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_HashTable+Bucket.swift                                                                     3                 3     0.00%           3                 3     0.00%           8                 8     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_HashTable+BucketIterator.swift                                                            59                59     0.00%          31                31     0.00%         139               139     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_HashTable+Constants.swift                                                                 18                18     0.00%          12                12     0.00%          45                45     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_HashTable+CustomStringConvertible.swift                                                   13                13     0.00%           9                 9     0.00%          32                32     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_HashTable+Testing.swift                                                                   18                18     0.00%           6                 6     0.00%          46                46     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_HashTable+UnsafeHandle.swift                                                             169               169     0.00%          60                60     0.00%         405               405     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_HashTable.swift                                                                           58                58     0.00%          29                29     0.00%         166               166     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/HashTable/_Hashtable+Header.swift                                                                    25                25     0.00%          21                21     0.00%          46                46     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Codable.swift                                                    16                16     0.00%           2                 2     0.00%          37                37     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+CustomReflectable.swift                                           1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Descriptions.swift                                                2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Elements.SubSequence.swift                                       34                34     0.00%          28                28     0.00%          69                69     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Elements.swift                                                   49                49     0.00%          46                46     0.00%         127               127     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Equatable.swift                                                   2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+ExpressibleByDictionaryLiteral.swift                              1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Hashable.swift                                                    3                 3     0.00%           1                 1     0.00%           7                 7     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Initializers.swift                                               42                42     0.00%          23                23     0.00%         102               102     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Invariants.swift                                                  2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Partial MutableCollection.swift                                  21                21     0.00%          13                13     0.00%          59                59     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Partial RangeReplaceableCollection.swift                         25                25     0.00%          23                23     0.00%          66                66     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Sequence.swift                                                    6                 6     0.00%           4                 4     0.00%          16                16     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary+Values.swift                                                     30                30     0.00%          23                23     0.00%          60                60     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedDictionary/OrderedDictionary.swift                                                            86                86     0.00%          36                36     0.00%         217               217     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Codable.swift                                                                   9                 9     0.00%           2                 2     0.00%          19                19     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+CustomReflectable.swift                                                         1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Descriptions.swift                                                              2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Diffing.swift                                                                  30                30     0.00%           6                 6     0.00%          74                74     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Equatable.swift                                                                 1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+ExpressibleByArrayLiteral.swift                                                 1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Hashable.swift                                                                  3                 3     0.00%           1                 1     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Initializers.swift                                                             19                19     0.00%           9                 9     0.00%          55                55     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Insertions.swift                                                               42                42     0.00%          19                19     0.00%         118               118     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Invariants.swift                                                                2                 2     0.00%           2                 2     0.00%           4                 4     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial MutableCollection.swift                                                97                97     0.00%          26                26     0.00%         300               300     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial RangeReplaceableCollection.swift                                       47                47     0.00%          29                29     0.00%         150               150     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra formIntersection.swift                                       3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra formSymmetricDifference.swift                                3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra formUnion.swift                                              3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra intersection.swift                                          11                11     0.00%           4                 4     0.00%          31                31     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra isDisjoint.swift                                            45                45     0.00%           6                 6     0.00%          38                38     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra isEqualSet.swift                                            27                27     0.00%           7                 7     0.00%          54                54     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra isStrictSubset.swift                                        37                37     0.00%           9                 9     0.00%          75                75     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra isStrictSuperset.swift                                      34                34     0.00%           8                 8     0.00%          67                67     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra isSubset.swift                                              39                39     0.00%           5                 5     0.00%          68                68     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra isSuperset.swift                                            13                13     0.00%           5                 5     0.00%          22                22     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra subtract.swift                                               3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra subtracting.swift                                           18                18     0.00%           6                 6     0.00%          45                45     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra symmetricDifference.swift                                   20                20     0.00%           6                 6     0.00%         108               108     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra union.swift                                                  4                 4     0.00%           4                 4     0.00%          18                18     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Partial SetAlgebra+Basics.swift                                                 5                 5     0.00%           3                 3     0.00%          12                12     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+RandomAccessCollection.swift                                                   35                35     0.00%          26                26     0.00%          83                83     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+ReserveCapacity.swift                                                          15                15     0.00%           5                 5     0.00%          42                42     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+SubSequence.swift                                                              45                45     0.00%          32                32     0.00%         102               102     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+Testing.swift                                                                  42                42     0.00%          31                31     0.00%         108               108     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+UnorderedView.swift                                                            67                67     0.00%          52                52     0.00%         185               185     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet+UnstableInternals.swift                                                         3                 3     0.00%           3                 3     0.00%          12                12     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/OrderedCollections/OrderedSet/OrderedSet.swift                                                                          90                90     0.00%          48                48     0.00%         217               217     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Builder.swift                                                                     35                35     0.00%          21                21     0.00%         113               113     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Contents.swift                                                                   229               229     0.00%         105               105     0.00%         463               463     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Debugging.swift                                                                    1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Index.swift                                                                       51                51     0.00%          36                36     0.00%         152               152     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Ingester.swift                                                                    48                48     0.00%          23                23     0.00%         119               119     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Invariants.swift                                                                   1                 1     0.00%           1                 1     0.00%           2                 2     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Iterators.swift                                                                    3                 3     0.00%           3                 3     0.00%           9                 9     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Metrics.swift                                                                     67                67     0.00%          26                26     0.00%         174               174     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString+Summary.swift                                                                      9                 9     0.00%           9                 9     0.00%          33                33     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Basics/BigString.swift                                                                              1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+Append and Insert.swift                                                      50                50     0.00%          20                20     0.00%         137               137     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+Breaks.swift                                                                 21                21     0.00%          11                11     0.00%          36                36     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+Counts.swift                                                                 28                28     0.00%          22                22     0.00%          85                85     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+Description.swift                                                            16                16     0.00%           4                 4     0.00%          49                49     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+Indexing by Characters.swift                                                 67                67     0.00%          15                15     0.00%         125               125     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+Indexing by UTF16.swift                                                       3                 3     0.00%           1                 1     0.00%          11                11     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+RopeElement.swift                                                            52                52     0.00%          24                24     0.00%         103               103     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk+Splitting.swift                                                              45                45     0.00%          18                18     0.00%         140               140     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Chunk/BigString+Chunk.swift                                                                        22                22     0.00%          22                22     0.00%          52                52     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+BidirectionalCollection.swift                                               13                13     0.00%          13                13     0.00%          37                37     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+Comparable.swift                                                            49                49     0.00%           9                 9     0.00%          89                89     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+CustomDebugStringConvertible.swift                                           1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+CustomStringConvertible.swift                                                1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+Equatable.swift                                                             39                39     0.00%           8                 8     0.00%          93                93     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+ExpressibleByStringLiteral.swift                                             1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+Hashing.swift                                                               13                13     0.00%           9                 9     0.00%          52                52     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+RangeReplaceableCollection.swift                                            62                62     0.00%          35                35     0.00%         157               157     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+Sequence.swift                                                              79                79     0.00%          20                20     0.00%         175               175     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Conformances/BigString+TextOutputStream.swift                                                       4                 4     0.00%           2                 2     0.00%           8                 8     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/BigString+Append.swift                                                                  82                82     0.00%          22                22     0.00%         168               168     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/BigString+Initializers.swift                                                            37                37     0.00%          12                12     0.00%         111               111     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/BigString+Insert.swift                                                                  40                40     0.00%          12                12     0.00%          81                81     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/BigString+Managing Breaks.swift                                                        105               105     0.00%          21                21     0.00%         215               215     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/BigString+RemoveSubrange.swift                                                          10                10     0.00%           7                 7     0.00%          29                29     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/BigString+ReplaceSubrange.swift                                                         23                23     0.00%          11                11     0.00%          59                59     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/BigString+Split.swift                                                                    5                 5     0.00%           3                 3     0.00%          17                17     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Operations/Range+BigString.swift                                                                    1                 1     0.00%           1                 1     0.00%           3                 3     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Views/BigString+UTF16View.swift                                                                    26                26     0.00%          21                21     0.00%          73                73     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Views/BigString+UTF8View.swift                                                                     37                37     0.00%          27                27     0.00%         116               116     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Views/BigString+UnicodeScalarView.swift                                                            82                82     0.00%          57                57     0.00%         236               236     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Views/BigSubstring+UTF16View.swift                                                                 85                85     0.00%          59                59     0.00%         156               156     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Views/BigSubstring+UTF8View.swift                                                                  66                66     0.00%          58                58     0.00%         129               129     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Views/BigSubstring+UnicodeScalarView.swift                                                         96                96     0.00%          90                90     0.00%         255               255     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/BigString/Views/BigSubstring.swift                                                                          123               123     0.00%          91                91     0.00%         299               299     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope+Builder.swift                                                                              246               246     0.00%          60                60     0.00%         398               398     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope+Debugging.swift                                                                             26                26     0.00%          11                11     0.00%          67                67     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope+Invariants.swift                                                                             2                 2     0.00%           2                 2     0.00%           5                 5     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope+_Node.swift                                                                                203               203     0.00%         130               130     0.00%         547               547     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope+_Storage.swift                                                                               7                 7     0.00%           7                 7     0.00%          25                25     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope+_UnmanagedLeaf.swift                                                                         5                 5     0.00%           5                 5     0.00%          24                24     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope+_UnsafeHandle.swift                                                                         60                60     0.00%          47                47     0.00%         177               177     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/Rope.swift                                                                                       12                12     0.00%           8                 8     0.00%          25                25     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/RopeElement.swift                                                                                 3                 3     0.00%           1                 1     0.00%           5                 5     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/RopeMetric.swift                                                                                  2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/RopeSummary.swift                                                                                 4                 4     0.00%           4                 4     0.00%          14                14     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/_RopeItem.swift                                                                                  13                13     0.00%          11                11     0.00%          24                24     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/_RopePath.swift                                                                                  26                26     0.00%          22                22     0.00%          71                71     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Basics/_RopeVersion.swift                                                                                5                 5     0.00%           5                 5     0.00%          17                17     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Conformances/Rope+Collection.swift                                                                     215               215     0.00%          90                90     0.00%         478               478     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Conformances/Rope+Index.swift                                                                           10                10     0.00%          10                10     0.00%          32                32     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Conformances/Rope+Sequence.swift                                                                         7                 7     0.00%           5                 5     0.00%          19                19     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+Append.swift                                                                            23                23     0.00%           5                 5     0.00%          71                71     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+Extract.swift                                                                           32                32     0.00%          14                14     0.00%         118               118     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+Find.swift                                                                              42                42     0.00%          18                18     0.00%          73                73     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+ForEachWhile.swift                                                                      47                47     0.00%          11                11     0.00%          96                96     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+Insert.swift                                                                            73                73     0.00%          30                30     0.00%         211               211     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+Join.swift                                                                              48                48     0.00%          20                20     0.00%         115               115     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+MutatingForEach.swift                                                                   27                27     0.00%          10                10     0.00%          94                94     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+Remove.swift                                                                            75                75     0.00%          31                31     0.00%         234               234     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+RemoveSubrange.swift                                                                   121               121     0.00%          58                58     0.00%         328               328     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Rope/Operations/Rope+Split.swift                                                                             56                56     0.00%          20                20     0.00%         130               130     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Utilities/Optional Utilities.swift                                                                            1                 1     0.00%           1                 1     0.00%           5                 5     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Utilities/String Utilities.swift                                                                             42                42     0.00%          14                14     0.00%          84                84     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Utilities/String.Index+ABI.swift                                                                             25                25     0.00%          23                23     0.00%          63                63     0.00%           0                 0         -
.build/checkouts/swift-collections/Sources/RopeModule/Utilities/_CharacterRecognizer.swift                                                                         60                60     0.00%          20                20     0.00%         121               121     0.00%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/AssertSnapshot.swift                                                                              126                76    39.68%          44                21    52.27%         621               255    58.94%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Async.swift                                                                                         6                 3    50.00%           6                 3    50.00%          16                 9    43.75%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Common/PlistEncoder.swift                                                                         596               596     0.00%         217               217     0.00%        1781              1781     0.00%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Common/String+SpecialCharacters.swift                                                               6                 6     0.00%           5                 5     0.00%          40                40     0.00%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Common/View.swift                                                                                  43                43     0.00%          21                21     0.00%         248               248     0.00%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Diff.swift                                                                                         39                39     0.00%          18                18     0.00%         164               164     0.00%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Diffing.swift                                                                                       1                 0   100.00%           1                 0   100.00%           5                 0   100.00%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Extensions/Wait.swift                                                                               4                 4     0.00%           4                 4     0.00%          36                36     0.00%           0                 0         -
.build/checkouts/swift-snapshot-testing/Sources/SnapshotTesting/Internal/Deprecations.swift                                                                        79                79     0.00%          34                34     0.00%         327               327     0.00%           0                 0         -
